date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:29	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:55:21%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:35	418/418	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:55:25%20GMT	https://web.archive.org/web/20031025071604/http://www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025071604/http_/www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:36	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:55:29%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:38	440/440	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:55:30%20GMT	https://web.archive.org/web/20031025084415/http://www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025084415/http_/www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:39	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:55:32%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/SavingsPlan/SavingsPlan.htm	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/SavingsPlan/SavingsPlan.htm	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:41	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:55:33%20GMT	https://web.archive.org/web/20031010071003im_/http://www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003im_/http_/www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:44	418/418	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:55:36%20GMT	https://web.archive.org/web/20031025071604im_/http://www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025071604im_/http_/www.mocerf.org/SavingsPlan/_derived/SavingsPlan.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:45	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:55:38%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:50	416/416	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:55:40%20GMT	https://web.archive.org/web/20031025033453/http://www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025033453/http_/www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:51	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:55:43%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:54	434/434	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:55:45%20GMT	https://web.archive.org/web/20031025052141/http://www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025052141/http_/www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:55	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:55:47%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/PensionPlan/PensionPlan.htm	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/PensionPlan/PensionPlan.htm	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:55:48%20GMT	https://web.archive.org/web/20031010071003im_/http://www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003im_/http_/www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:58	416/416	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:55:49%20GMT	https://web.archive.org/web/20031025033453im_/http://www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025033453im_/http_/www.mocerf.org/PensionPlan/_derived/PensionPlan.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:56:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:55:51%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:02	398/398	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:55:53%20GMT	https://web.archive.org/web/20031025104418/http://www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025104418/http_/www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:55:55%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:05	418/418	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:55:57%20GMT	https://web.archive.org/web/20031025115914/http://www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025115914/http_/www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:07	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:00%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/Demographics.htm	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/Demographics.htm	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:08	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:01%20GMT	https://web.archive.org/web/20031010071003im_/http://www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003im_/http_/www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:10	398/398	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:56:02%20GMT	https://web.archive.org/web/20031025104418im_/http://www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025104418im_/http_/www.mocerf.org/_derived/Demographics.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:12	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:04%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:14	411/411	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:56:06%20GMT	https://web.archive.org/web/20021008090354/http://mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20021008090354/http_/mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:15	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:07%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:17	426/426	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:56:09%20GMT	https://web.archive.org/web/20031024233047/http://www.mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031024233047/http_/www.mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:19	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:12%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/BoardofDirectors/aboutboard.htm	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/BoardofDirectors/aboutboard.htm	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:21	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:14%20GMT	https://web.archive.org/web/20031010071003im_/http://www.mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003im_/http_/www.mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:27	411/411	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:56:18%20GMT	https://web.archive.org/web/20021008090354im_/http://mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20021008090354im_/http_/mocerf.org/BoardofDirectors/_derived/aboutboard.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:28	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:20%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:30	1747/1747	---MCZ	404	error ('Object%20Not%20Found')	text/html	date:Fri,%2016%20May%202025%2017:56:21%20GMT	https://web.archive.org/web/20021013095440/http://mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20021013095440/http_/mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:31	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:23%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:32	400/400	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:56:24%20GMT	https://web.archive.org/web/20031026044833/http://www.mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031026044833/http_/www.mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:33	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:26%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/publications.htm	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/publications.htm	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:35	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:27%20GMT	https://web.archive.org/web/20031010071003im_/http://www.mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003im_/http_/www.mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:36	111/111	---M--	404	error ('Object%20Not%20Found')	text/html	date:Fri,%2016%20May%202025%2017:56:28%20GMT	https://web.archive.org/web/20021013095440im_/http://mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20021013095440im_/http_/mocerf.org/_derived/publications.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:38	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:30%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:40	381/381	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:56:32%20GMT	https://web.archive.org/web/20031025161724/http://www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025161724/http_/www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:42	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:35%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:46	396/396	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:56:37%20GMT	https://web.archive.org/web/20031025174254/http://www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025174254/http_/www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:49	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:41%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/forms.asp	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/forms.asp	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:50	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:42%20GMT	https://web.archive.org/web/20031010071003im_/http://www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003im_/http_/www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:52	381/381	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:56:44%20GMT	https://web.archive.org/web/20031025161724im_/http://www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025161724im_/http_/www.mocerf.org/_derived/forms.asp_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:53	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:46%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:55	382/382	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:56:47%20GMT	https://web.archive.org/web/20031025191834/http://www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025191834/http_/www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:56	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:48%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:58	399/399	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:56:49%20GMT	https://web.archive.org/web/20031025205034/http://www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn_a.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025205034/http_/www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn_a.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:57:59	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:52%20GMT	https://web.archive.org/web/20031010071003/http://www.mocerf.org/investperf.htm	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003/http_/www.mocerf.org/investperf.htm	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:58:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Fri,%2016%20May%202025%2017:56:54%20GMT	https://web.archive.org/web/20031010071003im_/http://www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031010071003im_/http_/www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
12:58:06	382/382	---M--	200	added ('OK')	image/gif	date:Fri,%2016%20May%202025%2017:56:57%20GMT	https://web.archive.org/web/20031025191834im_/http://www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn.gif	C:/My%20Web%20Sites/mocert03/web.archive.org/web/20031025191834im_/http_/www.mocerf.org/_derived/investperf.htm_cmp_mocerf110_vbtn.gif	(from https://web.archive.org/web/20031010071003/http://www.mocerf.org/)
